증상,제품명,효능,복용법
구역,활명수,"이 약은 식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 체함, 구역, 구토에 사용합니다.","만 15세 이상 및 성인은 1회 1병(75 mL), 만 11세이상~만 15세미만은 1회 2/3병(50 mL), 만 8세 이상~만 11세 미만은 1회 1/2병(37.5 mL), 만 5세 이상~만 8세 미만은 1회 1/3병(25 mL), 만 3세 이상~만 5세 미만은 1회 1/4병(18.75 mL), 만 1세 이상~만 3세 미만은 1회 1/5병(15 mL), 1일 3회 식후에 복용합니다."
구역,아네모정,"이 약은 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림에 사용합니다.","성인 1회 2정, 1일 3회 식간(식사와 식사때 사이) 및 취침시에 복용합니다."
구역,겔포스현탁액,"이 약은 위.십이지장 궤양, 위염, 위산과다(속쓰림, 위통, 구역, 구토)의 제산작용 및 증상의 개선에 사용합니다.","성인은 1회 1포, 1일 3~4회 식간(식사때와 식사때 사이) 및 취침시 복용합니다.연령 또는 증상에 따라 적절히 증감합니다."
구역,게루삼정,"이 약은 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림에 사용합니다.","만 15세 이상 및 성인은 1회 2정, 만 8세 이상 15세 미만은 1회 1정, 1일 3회 식간(식사때와 식사때 사이) 및 취침시 복용합니다.복용간격은 4시간 이상으로 합니다."
구역,보화소합원,"이 약은 식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 체함, 구역, 구토에 사용합니다.",대환은 1회 1∼2환을 1일 3회 식후에 소량의 물과 함께 복용하십시오.소환은 1회 8∼16환을 1일 3회 식후에 소량의 물과 함께 복용하십시오.
구역,보나링에이정,"이 약은 멀미·메니에르증후군·방사선숙취에 의한 구역·구토·어지러움, 수술후 구역·구토에 사용합니다.","성인은 1회 1정(50 mg) 1일 3~4회 복용합니다.예방목적으로는 30분~1시간전에 1~2정(50~100 mg)을 복용합니다.윈칙적으로 1일 4정(200 mg)을 초과하지 않습니다.연령, 증상에 따라 적절히 증감합니다."
구역,건위황정,"이 약은 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 식욕감퇴(식욕부진), 소화불량, 과식에 사용합니다.","성인 1회 5정, 1일 3회 식간 및 취침시 복용합니다.복용간격은 4시간 이상으로 합니다."
구역,제스판골드정,"이 약은 소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감, 구역, 구토에 사용합니다.",성인은 1회 1정 1일 3회 복용합니다.
구역,포리부틴정,"이 약은 식도역류 및 열공헤르니아, 위 십이지장염, 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토)과 과민성대장증후군 및 경련성 결장과 소아 질환(습관성 구토, 비감염성 장관 통과 장애(변비, 설사))에 사용합니다.","성인은 1회 1~2정(100~200 mg) 1일 3회 식전에 복용합니다.연령, 증상에 따라 적절히 증감합니다."
구역,스파부틴정100밀리그램,"이 약은 식도역류 및 열공헤르니아, 위 십이지장염, 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토)과 과민성대장증후군 및 경련성 결장과 소아 질환(습관성 구토, 비감염성 장관 통과 장애(변비, 설사))에 사용합니다.","성인은 1회 1~2정(100~200 mg) 1일 3회 식전에 복용합니다.연령, 증상에 따라 적절히 증감합니다."
구루병,트레스비정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 A, D, E, B1, B2, B6, C의 보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 뼈, 이의 발육불량, 구루병의 예방과 철 결핍성 빈혈의 예방 및 치료와 아연의 보급에 사용합니다.","성인 및 12세이상 어린이는 1회 1정씩, 1일 1회 복용합니다."
구루병,알파본연질캡슐,"이 약은 만성신부전, 부갑상선기능저하증, 비타민 D 저항성 구루병·골연화증 질환의 비타민 D 대사이상에 수반되는 증상(저칼슘혈증, 테타니, 뼈의 통증, 뼈의 병변(변화) 등)의 개선과 골다공증에 사용합니다.","성인은 만성신부전·골다공증에 1일 1회 1~2캡슐(0.5~1 ㎍)을 복용하며 부갑상선기능저하증, 기타 비타민 D 대사이상에 따른 질환에 1일 1회 2~8캡슐(1~4 ㎍)을 복용합니다.어린이는 골다공증에 1일 1회 체중 kg당 0.01~0.03 ㎍을 복용하며 기타질환에는 1일 1회 체중 kg당 0.05~0.1 ㎍을 복용합니다."
구루병,원알파정,"이 약은 만성신부전, 부갑상선기능저하증, 비타민 D 저항성 구루병·골연화증 질환의 비타민 D 대사이상에 수반되는 증상(저칼슘혈증, 테타니, 뼈의 통증, 뼈의 병변(변화) 등)의 개선과 골다공증에 사용합니다.","성인의 만성신부전·골다공증에 1일 1회 1~2정(0.5~1 ㎍)을 경구로 복용합니다.성인의 부갑상선기능저하증, 기타 비타민 D 대사이상에 따른 질환에 1일 1회 2~8정(1~4 ㎍)을 경구로 복용합니다.어린이의 골다공증에 1일 1회 체중 kg당 0.01~0.03 ㎍을 경구로 복용합니다.어린이의 기타 질환에 1일 1회 체중 kg당 0.05~0.1 ㎍을 경구로 복용합니다."
구루병,모아칼연질캡슐,"이 약은 임신ㆍ수유기, 발육기, 노년기의 비타민 D의 보급과 뼈, 이의 발육불량, 구루병의 예방과 칼슘결핍 및 기타 칼슘의 보급에 사용합니다.","성인은 1회 2캡슐씩, 1일 1~2회 복용합니다."
구루병,화니돌0.5마이크로그램연질캡슐,"이 약은 만성신부전, 부갑상선기능저하증, 비타민 D 저항성 구루병·골연화증 질환의 비타민 D 대사이상에 수반되는 증상(저칼슘혈증, 테타니, 뼈의 통증, 뼈의 병변(변화) 등)의 개선과 골다공증에 사용합니다.","성인은 만성신부전·골다공증에 1일 1회 1~2캡슐(0.5~1 ㎍)을 복용하며 부갑상선기능저하증, 기타 비타민 D 대사이상에 따른 질환에 1일 1회 2~8캡슐(1~4 ㎍)을 복용합니다.어린이는 골다공증에 1일 1회 체중 kg당 0.01~0.03 ㎍을 복용하며 기타질환에는 1일 1회 체중 kg당 0.05~0.1 ㎍을 복용합니다."
구루병,알파시돌연질캡슐0.5마이크로그램,"이 약은 만성신부전, 부갑상선기능저하증, 비타민 D 저항성 구루병·골연화증 질환의 비타민 D 대사이상에 수반되는 증상(저칼슘혈증, 테타니, 뼈의 통증, 뼈의 병변(변화) 등)의 개선과 골다공증에 사용합니다.","성인은 만성신부전·골다공증에 1일 1회 1~2캡슐(0.5~1 ㎍)을 복용하며 부갑상선기능저하증, 기타 비타민 D 대사이상에 따른 질환에 1일 1회 2~8캡슐(1~4 ㎍)을 복용합니다.어린이는 골다공증에 1일 1회 체중 kg당 0.01~0.03 ㎍을 복용하며 기타질환에는 1일 1회 체중 kg당 0.05~0.1 ㎍을 복용합니다."
구루병,아시돌연질캡슐1마이크로그램,"이 약은 만성신부전, 부갑상선기능저하증, 비타민 D 저항성 구루병·골연화증 질환의 비타민 D 대사이상에 수반되는 증상(저칼슘혈증, 테타니, 뼈의 통증, 뼈의 병변(변화) 등)의 개선과 골다공증에 사용합니다.","성인의 만성신부전·골다공증에 1일 1회 0.5～1 ㎍, 부갑상선기능저하증, 기타 비타민 D 대사이상에 따른 질환에 1일 1회 1～4 ㎍을 복용합니다.어린이의 골다공증에 1일 1회 체중 kg당 0.01～0.03 ㎍, 기타 질환에 1일 1회 체중 kg당 0.05～0.1 ㎍을 복용합니다."
구루병,비나폴로엑스트라연질캡슐,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 A, D, E, B1, B2, B6, C의 보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 뼈, 이의 발육불량, 구루병의 예방, 신경통, 근육통, 관절통(요통(허리통증), 어깨결림 등), 각기, 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화, 말초 혈행 장애 및 갱년기시 어깨ㆍ 목결림, 수족저림ㆍ수족냉증(손발이 차가움) 증상의 완화에 사용합니다.","만 8세 이상 어린이 및 성인은 1회 1캡슐씩, 1일 2회 복용합니다."
구루병,리치칼슘연질캡슐,"이 약은 만성신부전, 부갑상선기능저하증, 비타민 D 저항성 구루병·골연화증 질환의 비타민 D 대사이상에 수반되는 증상(저칼슘혈증, 테타니, 뼈의 통증, 뼈의 병변(변화) 등)의 개선과 골다공증에 사용합니다.","성인은 만성신부전·골다공증에 1일 1회 1~2캡슐(0.5~1 ㎍)을 복용하며 부갑상선기능저하증, 기타 비타민 D 대사이상에 따른 질환에 1일 1회 2~8캡슐(1~4 ㎍)을 복용합니다.어린이는 골다공증에 1일 1회 체중 kg당 0.01~0.03 ㎍을 복용하며 기타질환에는 1일 1회 체중 kg당 0.05~0.1 ㎍을 복용합니다."
구루병,파워폴연질캡슐,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 A, D, B1, B2, C의 보급과 눈의 건조감 완화, 야맹증(밤에 잘 못 보는 증상), 뼈, 이의 발육불량, 구루병의 예방에 사용합니다.","성인은 1회 1캡슐씩, 1일 1회 복용합니다."
구내염,이벤캡슐,"이 약은 피로, 임신∙수유기, 병중∙병후의 비타민 B2, B6의 보급과 구각염, 구순염, 구내염, 설염, 습진, 피부염, 옻, 짓무름, 여드름 및 피부가 튼 데의 완화에 사용합니다.","성인은 1회 1캡슐씩, 1일 1~2회 복용합니다."
구내염,세가톤트로키,"이 약은 인두염, 편도염, 구내염에 의한 염증 완화에 사용합니다.","성인은 1회 1정(1.5 mg)씩 1일 4~5회 씹거나 삼키지 말고 입안에서 천천히 녹여 복용합니다.연령, 증상에 따라 적절히 증감합니다."
구내염,삼아탄툼액,"이 약은 치은염, 구내염, 아구창, 발치전ㆍ후, 인두염, 편도염, 방사선요법 및 삽관법 등의 물리적 원인에 의한 구강점막염에 의한 염증의 완화에 사용합니다.","1회 15 mL, 1일 2~3회 원액 그대로 또는 소량의 물로 희석하여 양치질합니다.의사의 지도감독 없이 7일 이상 연속해서 사용하지 마십시오.연령, 증상에 따라 적절히 증감합니다."
구내염,헥사메딘액,"이 약은 보철(의치)에 의한 염증, 아구창 등의 구강내 칸디다감염증, 치은염, 인두염, 아프타성 구내염에 의한 염증 완화와 치근막 수술후 살균소독에 사용합니다.","1회 15 mL 1일 2회 약 1분 동안 양치질하고, 의치로 인한 구내염의 경우 의치를 1일 2회 15분간 담가 세척합니다.연령, 증상에 따라 적절히 증감합니다."
구내염,오라메디연고{수출명:오라메디파스타,"이 약은 만성 박리성 치은염, 미란 또는 궤양을 수반하는 난치성 구내염 및 설염에 의한 염증의 완화에 사용합니다.","1일 1~수회 환부에 적당량을 바릅니다.연령, 증상에 따라 적절히 증감할 수 있습니다."
구내염,제텐씨정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 B1, B2, B6, C, E의 보급과 구각염, 구순염, 구내염, 설염, 습진, 피부염 증상의 완화, 햇빛,피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈·비출혈(코피) 예방과 아연의 보급에 사용합니다.","만 12세 이상 및 성인은 1회 1정씩, 1일 1회 식후에 복용합니다."
구내염,아비나파스타,"이 약은 만성 박리성 치은염, 미란 또는 궤양을 수반하는 난치성 구내염 및 설염에 의한 염증의 완화에 사용합니다.","1일 1~수회 환부에 적당량을 바릅니다.연령, 증상에 따라 적절히 증감할 수 있습니다."
구내염,페리덱스연고,이 약은 미란(짓무름) 또는 궤양을 수반하는 난치성 구내염(입안염) 및 설염(혀염)에 의한 염증의 완화에 사용합니다.,"1일 1~수회 환부(질환 부위)에 적당량을 바릅니다.연령(나이), 증상에 따라 적절히 증감할 수 있습니다."
구내염,벡크정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 E, B1, B2, B6, C의 보급과 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화, 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈, 비출혈(코피) 예방에 사용합니다.","만 8세 이상 및 성인은 1회 1정씩, 1일 1회 복용합니다."
구내염,삐콤씨에프정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 E, B1, B2, B6, C의 보급과 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화, 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈, 비출혈(코피) 예방에 사용합니다.","만 12세 이상 및 성인은 1회 1정씩, 1일 1회 복용합니다."
관절통,에어신신파스,"이 약은 삠, 타박상, 근육통, 관절통, 골절통, 요(허리)통, 어깨결림, 신경통, 류마티스통증, 피부 가려움, 벌레 물린데, 동창(언 상처)의 진통·소염(항염)에 사용합니다.",수회(여러 차례) 환부(질환 부위)에 적당량을 뿌립니다.
관절통,판콜에이내복액,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","성인 1회 1병(30 mL), 1일 3회 식후 30분에 복용합니다."
관절통,아로나민골드정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기(간유, 비타민 D, E 함유시)의 비타민 B1, B2, B6, E, C의 보급과 신경통, 근육통, 관절통(요통, 어깨결림 등) 증상의 완화, 각기, 눈의 피로에 사용합니다.","성인은 1회 1정씩, 1일 2회 복용합니다."
관절통,뇌선,"이 약은 두통, 치통, 발치후의 동통, 인후통, 귀의통증, 관절통, 신경통, 요통, 근육통, 견통, 타박통, 골절통, 염좌통, 월경통(생리통), 외상통의 진통, 오한, 발열시의 해열에 사용합니다.","성인 1회 1포, 1일 3회를 한도로 하고 공복시를 피하여 복용합니다.복용간격은 4시간 이상으로 합니다."
관절통,게보린정,"이 약은 두통, 치통, 발치(이를 뽑음)후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요(허리)통, 근육통, 견통(어깨통증), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상(상처)통의 진통과 오한(춥고 떨리는 증상), 발열시의 해열에 사용합니다.",성인은 1회 1정 1일 3회까지 공복시를 피해 복용합니다.복용간격은 4시간 이상으로 합니다.이 약은 원칙적으로 단기간 복용합니다.
관절통,녹십자제놀카타플라스마,"이 약은 삠, 타박상, 근육통, 관절통, 골절통, 요(허리)통, 어깨결림, 신경통, 류마티스통증의 진통ㆍ소염(항염)에 사용합니다.",1일 1~2회 환부(질환 부위)에 붙입니다.
관절통,녹십자제놀마일드핫트카타플라스마,"이 약은 삠, 타박상, 근육통, 관절통, 골절통, 요[허리]통, 어깨결림, 신경통, 류마티스통증의 진통 ㆍ 소염(항염)에 사용합니다.",1일 1~2회 환부(질환 부위)에 부착합니다.
관절통,제일핫파프,"이 약은 삠, 타박상, 근육통, 관절통, 골절통, 요(허리)통, 어깨결림, 신경통, 류마티스통증의 진통ㆍ소염(항염)에 사용합니다.",약면의 폴리에스테르필름을 벗기고 환부(질환 부위)에 1일 1~2회 붙입니다.
관절통,제일쿨파프,"이 약은 삠, 타박상, 근육통, 관절통, 골절통, 요(허리)통, 어깨결림, 신경통, 류마티스통증의 진통ㆍ소염(항염)에 사용합니다.",1일 1~2회 환부(질환 부위)에 붙입니다.
관절통,비타메진캡슐50밀리그램,"이 약은 비타민류의 수요가 증대하여 식사로부터의 섭취가 불충분할 때의 비타민의 보급(소모성질환, 임산부, 수유부)과 신경통, 근육통, 관절통, 말초신경염(알코올성, 당뇨병성), 말초신경마비 등 본제 함유 비타민의 결핍 또는 대사장해가 추정되는 경우에 사용합니다.","성인은 1회 1캡슐씩, 1일 1~2회 복용합니다."
관절질환,낙센정,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과 활액(윤활)낭염, 골격근장애(삠, 타박상, 상처, 허리통증), 수술후 통증, 편두통, 발치(이를 뽑음)후 통증에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염에 성인은 1회 1~2정(250~500 mg) 1일 2회(12시간마다), 급성통풍에 성인은 초회량(처음 복용량)으로 3정(750 mg) 복용하고 발작이 없어질 때까지 8시간 간격으로 1정(250 mg)을 복용, 골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에 성인은 초회량(처음 복용량)으로 2정(500 mg)을 복용한 후 6~8시간 간격으로 1정(250 mg)씩 복용하고 1일 총용량이 5정(1250 mg)을 초과하지 않도록 합니다.편두통에 성인은 초회량(처음 복용량)으로 3정(750 mg)을 복용하고 필요하면 1일 1~2정(250-500 mg)을 더 투여할 수 있으며 초회량(처음 복용량)의 투여 30분 후에 투여합니다. 1일 총용량이 5정(1250 mg)을 초과하지 않도록 합니다."
관절질환,부루펜정200밀리그램,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에는 1회 1~3정(200~600 mg) 1일 3~4회 1일 최고 16정(3,200 mg)까지 복용할 수 있으며, 연소성 류마티양 관절염에는 1일 체중 kg당 30~40 mg을 3~4회 분할 복용, 경증 및 중등도의 동통이나 감기에는 성인 1회 1~2정(200~400 mg) 1일 3~4회 복용합니다."
관절질환,아나프록스정,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과 활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증)), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염에는 1회 1~2정(275~550 mg) 1일 2회(12시간마다) 복용, 급성통풍에는 초회량(처음 복용량)으로 3정(825 mg) 복용하고 발작이 소실(없어짐)될 때까지 8시간 간격으로 1정(275 mg)을 복용, 골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2정(550 mg)을 복용한 후 6~8시간간격으로 1정(275 mg)씩 복용하고 1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다. 편두통에는 초회량(처음 복용량)으로 3정(825 mg)을 복용하고 필요하면 1일 1~2정(275~550 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용 30분 후에 복용하고 1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다."
관절질환,부루펜정400밀리그램,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에 성인은 1회 1/2정~1.5정(200~600 mg), 1일 3~4회 복용하며 1일 최고 3200 mg까지 복용할 수 있습니다. 연소성 류마티양 관절염에는 1일 체중 kg당 30-40 mg을 3~4회 분할하여 복용하며, 경증 및 중등도의 동통이나 감기에는 성인 1회 1/2정~1정(200~400 mg), 1일 3~4회 복용합니다.권장용량을 초과하여 복용하지 마십시오.연령, 증상에 따라 적절히 증감하십시오."
관절질환,스코펜정400밀리그램,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에 성인은 1회 1/2정~1.5정(200~600 mg), 1일 3~4회 복용하며 1일 최고 3200 mg까지 복용할 수 있습니다. 연소성 류마티양 관절염에는 1일 체중 kg당 30-40 mg을 3~4회 분할하여 복용하며, 경증 및 중등도의 동통이나 감기에는 성인 1회 1/2정~1정(200~400 mg), 1일 3~4회 복용합니다.11~14세는 1회 200~250 mg, 7~10세는 1회 150~-200 mg, 3~6세는 1회 100~150 mg, 1~ 2세는 1회 50~100 mg을 1일 3~4회 경구투여합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg을 초과해서는 안되며 공복시 복용은 피하는 것이 바람직합니다.권장용량을 초과하여 복용하지 마십시오."
관절질환,이부펜200밀리그람정,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에는 1회 1~3정(200~600 mg) 1일 3~4회 1일 최고 16정(3,200 mg)까지 복용할 수 있으며, 연소성 류마티양 관절염에는 1일 체중 kg당 30~40 mg을 3~4회 분할 복용, 경증 및 중등도의 동통이나 감기에는 성인 1회 1~2정(200~400 mg) 1일 3~4회 복용합니다."
관절질환,이텍스이부프로펜정400mg,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에 성인은 1회 1/2정~1.5정(200~600 mg), 1일 3~4회 복용하며 1일 최고 3200 mg까지 복용할 수 있습니다. 연소성 류마티양 관절염에는 1일 체중 kg당 30-40 mg을 3~4회 분할하여 복용하며, 경증 및 중등도의 동통이나 감기에는 성인 1회 1/2정~1정(200~400 mg), 1일 3~4회 복용합니다.11~14세는 1회 200~250 mg, 7~10세는 1회 150~-200 mg, 3~6세는 1회 100~150 mg, 1~ 2세는 1회 50~100 mg을 1일 3~4회 경구투여합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg을 초과해서는 안되며 공복시 복용은 피하는 것이 바람직합니다.권장용량을 초과하여 복용하지 마십시오."
관절질환,어린이부루펜시럽,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","11~14세는 1회 200~250 mg (10~13 mL), 7~10세는 1회 150~200 mg (8~10 mL), 3~6세는 1회 100~150 mg (5~8 mL), 1~ 2세는 1회 50~100 mg (3~5 mL)을 1일 3~4회 복용합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg (25 mL)을 초과해서는 안되며 공복시 투여는 피하는 것이 바람직합니다."
관절질환,캐롤시럽,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","11~14세는 1회 200~250 mg (10~13 mL), 7~10세는 1회 150~200 mg (8~10 mL), 3~6세는 1회 100~150 mg (5~8 mL), 1~ 2세는 1회 50~100 mg (3~5 mL)을 1일 3~4회 복용합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg (25 mL)을 초과해서는 안되며 공복시 투여는 피하는 것이 바람직합니다."
관절질환,아낙스정,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과 활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증)), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 통증에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염에 성인은 1회 1~2정(275~550 mg), 1일 2회(12시간마다), 급성통풍에는 초회량(처음 복용량)으로 3정(825 mg) 복용하고 발작이 없어질때까지 8시간 간격으로 1정(275 mg)을 복용, 골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2정(550 mg)을 복용한 후 6~8시간간격으로 1정(275 mg)씩 복용하고 1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다. 편두통에는 초회량(처음 복용량)으로 3정(825 mg)을 복용하고 필요하면 1일 1~2정(275~550 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용 30분 후에 복용합니다.1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다."
관절염,낙센정,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과 활액(윤활)낭염, 골격근장애(삠, 타박상, 상처, 허리통증), 수술후 통증, 편두통, 발치(이를 뽑음)후 통증에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염에 성인은 1회 1~2정(250~500 mg) 1일 2회(12시간마다), 급성통풍에 성인은 초회량(처음 복용량)으로 3정(750 mg) 복용하고 발작이 없어질 때까지 8시간 간격으로 1정(250 mg)을 복용, 골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에 성인은 초회량(처음 복용량)으로 2정(500 mg)을 복용한 후 6~8시간 간격으로 1정(250 mg)씩 복용하고 1일 총용량이 5정(1250 mg)을 초과하지 않도록 합니다.편두통에 성인은 초회량(처음 복용량)으로 3정(750 mg)을 복용하고 필요하면 1일 1~2정(250-500 mg)을 더 투여할 수 있으며 초회량(처음 복용량)의 투여 30분 후에 투여합니다. 1일 총용량이 5정(1250 mg)을 초과하지 않도록 합니다."
